direct,indirect,issuer_cik,issuer_name,isDirector,isOfficer,isTenPercentOwner,isOther,date,name,accession,officerTitle,predicted_gender,total_stock
,,1411179,castmor resources ltd,0,0,1,0,20110705,mills thomas e,130368111000131,,male,
,,1411179,castmor resources ltd,0,0,1,0,20120404,ophion management ltd.,130368112000028,,male,32487000.0
146686000.0,,1411179,"red giant entertainment, inc.",1,1,1,0,20130604,powell benny r.,157848413000003,President,male,434922000.0
146716000.0,,1411179,"red giant entertainment, inc.",1,1,1,0,20130604,powell benny r.,157848413000004,President,male,434922000.0
146777500.0,,1411179,"red giant entertainment, inc.",1,1,1,0,20130618,powell benny r.,157848413000005,President,male,434922000.0
,,1411179,"red giant entertainment, inc.",1,1,1,0,20140331,powell benny r.,157848414000001,"CEO, President, CFO, Secretary",male,701882505.0
,,1411179,"red giant entertainment, inc.",1,1,0,0,20140331,crosby christopher charles,157926814000001,Chief Technology Officer,male,701882505.0
,,1411179,"red giant entertainment, inc.",1,1,0,0,20140331,campiti david charles,157943014000001,Chief Operations Officer,male,701882505.0
,,1411179,"red giant entertainment, inc.",1,1,0,0,20140331,robbins isen,157969614000001,Chief Intellectual Prop Office,male,701882505.0
,,1411179,"red giant entertainment, inc.",1,1,0,0,20140331,schoof aimee,158029914000001,Chief Business Development Off,female,701882505.0
