direct,indirect,issuer_cik,issuer_name,isDirector,isOfficer,isTenPercentOwner,isOther,date,name,accession,officerTitle,predicted_gender,total_stock
15085638.0,,779956,fastfunds financial corp,1,1,0.0,0.0,20120918,hollander barry s,104910712000001,CEO,male,30637368.0
90000000.0,19500000.0,779956,fastfunds financial corp,1,0,1.0,0.0,20120918,fong henry,104910712000004,,male,30637368.0
,109500000.0,779956,fastfunds financial corp,1,1,1.0,0.0,20140128,fong henry,104910714000001,CEO,male,1987229.0
140015000.0,18244.0,779956,fastfunds financial corp,0,0,0.0,1.0,20151223,knight mary virginia,104910715000001,,female,1999939146.0
195015000.0,18244.0,779956,fastfunds financial corp,0,0,0.0,1.0,20151224,knight mary virginia,104910715000002,,female,1999939146.0
215015000.0,18244.0,779956,fastfunds financial corp,0,0,0.0,1.0,20151228,knight mary virginia,104910715000003,,female,1999939146.0
230015000.0,18244.0,779956,fastfunds financial corp,0,0,0.0,1.0,20151229,knight mary virginia,104910715000004,,female,1999939146.0
255015000.0,18244.0,779956,fastfunds financial corp,0,0,0.0,1.0,20151230,knight mary virginia,104910715000005,,female,1999939146.0
275015000.0,18244.0,779956,fastfunds financial corp,0,0,0.0,1.0,20151231,knight mary virginia,104910715000006,,female,2824852274.0
285015000.0,18244.0,779956,fastfunds financial corp,0,0,0.0,1.0,20160104,knight mary virginia,104910716000007,,female,2824852274.0
