direct,indirect,issuer_cik,issuer_name,isDirector,isOfficer,isTenPercentOwner,isOther,date,name,accession,officerTitle,predicted_gender,total_stock
0.0,0.0,732485,genzyme corp,1.0,,,,20100105,berthiaume douglas a,122520810000468,,male,265696834.0
0.0,0.0,732485,genzyme corp,1.0,,,,20100105,dzau victor j,122520810000469,,male,265696834.0
624630.0,21987.0,732485,genzyme corp,1.0,1.0,,,20100224,termeer henri a,122520810005416,"Chmn, President and CEO",male,266100031.0
31058.0,221.0,732485,genzyme corp,,1.0,,,20100308,smith alan e,122520810007371,"Sr VP,Chief Scientific Officer",male,266100031.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100317,canute scott a,122520810008386,Executive VP,male,266100031.0
6278.0,0.0,732485,genzyme corp,,1.0,,,20100323,smith sandford d,122520810008748,"Exe VP,President Int'l Group",male,266100031.0
0.0,0.0,732485,genzyme corp,1.0,,,,20100402,berthiaume douglas a,122520810009487,,male,266100031.0
0.0,0.0,732485,genzyme corp,1.0,,,,20100402,dzau victor j,122520810009488,,male,266100031.0
0.0,0.0,732485,genzyme corp,1.0,,,,20100416,whitworth ralph v,122520810010436,,male,266100031.0
15478.0,218.0,732485,genzyme corp,,1.0,,,20100518,moscicki richard a,122520810013228,"Sr VP,Chief Medical Officer",male,266868620.0
624630.0,22223.0,732485,genzyme corp,1.0,1.0,,,20100519,termeer henri a,122520810013417,"Chmn, President and CEO",male,266868620.0
6856.0,148.0,732485,genzyme corp,,1.0,,,20100519,wirth peter,122520810013418,"Exec VP,Legal & Corporate Dev.",male,266868620.0
32959.0,221.0,732485,genzyme corp,0.0,1.0,0.0,0.0,20100525,smith alan e,128391310000002,"Sr VP,Chief Scientific Officer",male,266868620.0
7369.0,0.0,732485,genzyme corp,0.0,1.0,0.0,0.0,20100525,csimma zoltan a,128391310000001,"SrVP,Chief Human Resources Off",male,266868620.0
9558.0,0.0,732485,genzyme corp,0.0,1.0,0.0,0.0,20100525,smith sandford d,128391310000004,"Exe VP,President Int'l Group",male,266868620.0
4694.0,1326.0,732485,genzyme corp,,1.0,,,20100525,meeker david p,122520810013909,"ExecVP,Chief Operating Officer",male,266868620.0
636891.0,22223.0,732485,genzyme corp,1.0,1.0,0.0,0.0,20100525,termeer henri a,128391310000003,"Chmn,President and CEO",male,266868620.0
20671.0,0.0,732485,genzyme corp,,1.0,,,20100526,smith sandford d,122520810014002,"Exe VP,President Int'l Group",male,266868620.0
10045.0,1326.0,732485,genzyme corp,,1.0,,,20100526,meeker david p,122520810014004,"ExecVP,Chief Operating Officer",male,266868620.0
12517.0,0.0,732485,genzyme corp,,1.0,,,20100526,csimma zoltan a,122520810014003,"SrVP,Chief Human Resources Off",male,266868620.0
38947.0,221.0,732485,genzyme corp,,1.0,,,20100526,smith alan e,122520810014001,"Sr VP,Chief Scientific Officer",male,266868620.0
3270.0,0.0,732485,genzyme corp,,1.0,,,20100526,amello jason,122520810013997,"CorpContrllr,ChiefAccntOfficer",male,266868620.0
15191.0,148.0,732485,genzyme corp,,1.0,,,20100526,wirth peter,122520810013994,"Exec VP,Legal & Corporate Dev.",male,266868620.0
5356.0,112.0,732485,genzyme corp,,1.0,,,20100526,geraghty james a,122520810013993,Senior Vice President,male,266868620.0
686529.0,22223.0,732485,genzyme corp,1.0,1.0,,,20100526,termeer henri a,122520810013991,"Chmn, President and CEO",male,266868620.0
24024.0,3535.0,732485,genzyme corp,,1.0,,,20100526,wyzga michael s,122520810013986,Executive VP and CFO,male,266868620.0
20830.0,218.0,732485,genzyme corp,,1.0,,,20100526,moscicki richard a,122520810013998,"Sr VP,Chief Medical Officer",male,266868620.0
5316.0,6007.0,732485,genzyme corp,,1.0,,,20100526,desrosier thomas,122520810013984,"Sr VP, General Counsel",male,266868620.0
37210.0,221.0,732485,genzyme corp,,1.0,,,20100601,smith alan e,122520810014234,"Sr VP,Chief Scientific Officer",male,266868620.0
4356.0,112.0,732485,genzyme corp,,1.0,,,20100615,geraghty james a,122520810015161,Senior Vice President,male,266868620.0
5000.0,0.0,732485,genzyme corp,1.0,,,,20100618,boudreaux gail,122520810015487,,female,266868620.0
31825.0,0.0,732485,genzyme corp,1.0,,,,20100618,carpenter robert j,122520810015488,,male,266868620.0
5000.0,2550.0,732485,genzyme corp,1.0,,,,20100618,dzau victor j,122520810015503,,male,266868620.0
5000.0,0.0,732485,genzyme corp,1.0,,,,20100618,mcgillicudy cornelius iii,122520810015504,,male,266868620.0
0.0,0.0,732485,genzyme corp,1.0,,,,20100618,burakoff steven,122520810015508,,male,266868620.0
2375.0,10606248.0,732485,genzyme corp,1.0,,,,20100618,whitworth ralph v,122520810015506,,male,266868620.0
0.0,0.0,732485,genzyme corp,1.0,,,,20100618,ende eric j,122520810015507,,male,266868620.0
0.0,0.0,732485,genzyme corp,1.0,,,,20100618,fenton dennis m,122520810015509,,male,266868620.0
5011.0,0.0,732485,genzyme corp,1.0,,,,20100618,syron richard f/ca,122520810015505,,male,266868620.0
2375.0,0.0,732485,genzyme corp,1.0,,,,20100618,bertolini robert j,122520810015486,,male,266868620.0
9664.0,2722.0,732485,genzyme corp,1.0,,,,20100618,cooney charles l,122520810015499,,male,266868620.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100618,wyzga michael s,122520810015484,Executive VP and CFO,male,266868620.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100618,amello jason,122520810015473,"CorpContrllr,ChiefAccntOfficer",male,266868620.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100618,csimma zoltan a,122520810015475,"SrVP,Chief Human Resources Off",male,266868620.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100618,canute scott a,122520810015474,Executive VP,male,266868620.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100618,geraghty james a,122520810015477,Senior Vice President,male,266868620.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100618,meeker david p,122520810015478,"ExecVP,Chief Operating Officer",male,266868620.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100618,desrosier thomas,122520810015476,"Sr VP, General Counsel",male,266868620.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100618,smith alan e,122520810015480,"Sr VP,Chief Scientific Officer",male,266868620.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100618,smith sandford d,122520810015481,"Exe VP,President Int'l Group",male,266868620.0
0.0,0.0,732485,genzyme corp,1.0,1.0,,,20100618,termeer henri a,122520810015482,"Chmn, President and CEO",male,266868620.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100618,wirth peter,122520810015483,"Exec VP,Legal & Corporate Dev.",male,266868620.0
0.0,0.0,732485,genzyme corp,,1.0,,,20100618,moscicki richard a,122520810015479,"Sr VP,Chief Medical Officer",male,266868620.0
71158.0,4048.0,732485,genzyme corp,1.0,,,,20100618,berthiaume douglas a,122520810015485,,male,266868620.0
0.0,0.0,732485,genzyme corp,1.0,,,,20100702,berthiaume douglas a,122520810016318,,male,266868620.0
0.0,0.0,732485,genzyme corp,1.0,,,,20100702,dzau victor j,122520810016319,,male,266868620.0
12663.0,0.0,732485,genzyme corp,,1.0,,,20100714,csimma zoltan a,122520810017147,"SrVP,Chief Human Resources Off",male,266868620.0
