filing_date,component,url,ownerOrg,name
2025-03-20,supplier-concentration-international,https://www.sec.gov/Archives/edgar/data/1709048/000170904825000024/gfs-20241231.htm#:~:text=Supplier%20Concentration&text=Single-source%20supplier%20risk,Manufacturing,GLOBALFOUNDRIES Inc.
2025-01-27,supplier-concentration-international,https://www.sec.gov/Archives/edgar/data/1687451/000141057825000055/zkin-20240930x20f.htm#:~:text=Supplier%20Concentration&text=Single-source%20supplier%20risk,Manufacturing,"ZK International Group Co., Ltd."
2025-03-04,supplier-concentration-international,https://www.sec.gov/Archives/edgar/data/1858985/000185898525000003/onholdingag-20241231.htm#:~:text=Supplier%20Concentration&text=Single-source%20supplier%20risk,Manufacturing,On Holding AG
2025-01-28,supplier-concentration-international,https://www.sec.gov/Archives/edgar/data/1969863/000121390025007523/ea0227376-20f_sugroup.htm#:~:text=Supplier%20Concentration&text=Single-source%20supplier%20risk,Trade & Services,SU Group Holdings Ltd
