filing_date,cik,accession_number,filename,component,url
2025-02-27,1822479,0001822479-25-000015,shc-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/1822479/000182247925000015/shc-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2024-04-02,944480,0001140361-24-017131,ef20015336_10k.htm,power,https://www.sec.gov/Archives/edgar/data/944480/000114036124017131/ef20015336_10k.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2024-12-19,771497,0000771497-24-000029,abm10312024ex211.htm,power,https://www.sec.gov/Archives/edgar/data/771497/000077149724000029/abm10312024ex211.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-14,72741,0000072741-25-000007,a2024-ex21subsidiariesofth.htm,power,https://www.sec.gov/Archives/edgar/data/72741/000007274125000007/a2024-ex21subsidiariesofth.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-14,315256,0000072741-25-000007,a2024-ex21subsidiariesofth.htm,power,https://www.sec.gov/Archives/edgar/data/315256/000007274125000007/a2024-ex21subsidiariesofth.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-14,13372,0000072741-25-000007,a2024-ex21subsidiariesofth.htm,power,https://www.sec.gov/Archives/edgar/data/13372/000007274125000007/a2024-ex21subsidiariesofth.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-14,23426,0000072741-25-000007,a2024-ex21subsidiariesofth.htm,power,https://www.sec.gov/Archives/edgar/data/23426/000007274125000007/a2024-ex21subsidiariesofth.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2024-04-10,1921865,0001477932-24-001964,aspi_10k.htm,power,https://www.sec.gov/Archives/edgar/data/1921865/000147793224001964/aspi_10k.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-27,72909,0000072909-25-000004,nspw-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/72909/000007290925000004/nspw-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-27,1711269,0001711269-25-000004,evrg-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/1711269/000171126925000004/evrg-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-27,54476,0001711269-25-000004,evrg-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/54476/000171126925000004/evrg-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-27,54507,0001711269-25-000004,evrg-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/54507/000171126925000004/evrg-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-27,827052,0000827052-25-000022,eix-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/827052/000082705225000022/eix-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-27,92103,0000827052-25-000022,eix-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/92103/000082705225000022/eix-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-26,1385849,0001385849-25-000004,efr-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/1385849/000138584925000004/efr-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-13,26324,0000026324-25-000015,cw-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/26324/000002632425000015/cw-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-18,65984,0000065984-25-000012,etr-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/65984/000006598425000012/etr-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-18,66901,0000065984-25-000012,etr-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/66901/000006598425000012/etr-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-18,1427437,0000065984-25-000012,etr-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/1427437/000006598425000012/etr-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-18,202584,0000065984-25-000012,etr-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/202584/000006598425000012/etr-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-18,1348952,0000065984-25-000012,etr-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/1348952/000006598425000012/etr-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-18,7323,0000065984-25-000012,etr-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/7323/000006598425000012/etr-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-18,71508,0000065984-25-000012,etr-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/71508/000006598425000012/etr-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-27,72903,0000072903-25-000029,xel-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/72903/000007290325000029/xel-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-03-03,1500881,0001500881-25-000002,encr-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/1500881/000150088125000002/encr-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2024-09-27,1334933,0001437749-24-030107,uec20240731_10k.htm,power,https://www.sec.gov/Archives/edgar/data/1334933/000143774924030107/uec20240731_10k.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-06,1501585,0001501585-25-000006,hii-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
2025-02-27,91882,0000950170-25-028391,ck0000091882-20241231.htm,power,https://www.sec.gov/Archives/edgar/data/91882/000095017025028391/ck0000091882-20241231.htm#:~:text=nuclear%20power%20plant&text=nuclear%20energy&text=nuclear%20generation&text=nuclear%20reactor&text=nuclear%20facility&text=nuclear%20capacity&text=small%20modular%20reactor&text=SMR%20nuclear&text=advanced%20nuclear&text=next%20generation%20nuclear&text=nuclear%20fleet
