ownerOrg,period,count,component
Energy & Transportation,1,1,ammonium-nitrate_domestic
Industrial Applications and Services,1,4,ammonium-nitrate_domestic
Manufacturing,1,1,ammonium-nitrate_domestic
Energy & Transportation,0,4,ammonium-nitrate_intl
Energy & Transportation,1,4,ammonium-nitrate_intl
Industrial Applications and Services,1,1,ammonium-nitrate_intl
Energy & Transportation,1,1,sodium-nitrate_intl
Industrial Applications and Services,1,1,potassium-nitrate_domestic
Energy & Transportation,1,2,potassium-nitrate_intl
