filing_date,component,url,ownerOrg,name,cik
2025-03-21,ammonium-nitrate_intl,https://www.sec.gov/Archives/edgar/data/1456346/000155837025003390/fnv-20241231xex99d1.pdf#:~:text=Ammonium%20nitrate,Energy & Transportation,FRANCO NEVADA Corp,1456346
2025-03-10,ammonium-nitrate_intl,https://www.sec.gov/Archives/edgar/data/1456346/000155837025002531/fnv-20241231xex99d2.htm#:~:text=Ammonium%20nitrate,Energy & Transportation,FRANCO NEVADA Corp,1456346
2025-03-26,ammonium-nitrate_intl,https://www.sec.gov/Archives/edgar/data/16868/000110465925028255/tm254878d5_ex99-5.pdf#:~:text=Ammonium%20nitrate,Energy & Transportation,CANADIAN NATIONAL RAILWAY CO,16868
2025-03-14,ammonium-nitrate_intl,https://www.sec.gov/Archives/edgar/data/756894/000119312525054505/d131315dex991.htm#:~:text=Ammonium%20nitrate,Energy & Transportation,BARRICK GOLD CORP,756894
2025-03-05,sodium-nitrate_intl,https://www.sec.gov/Archives/edgar/data/909037/000090903725000007/a6-k_4q2024earningsrelease.htm#:~:text=Sodium%20nitrate,Energy & Transportation,CHEMICAL & MINING CO OF CHILE INC,909037
2025-03-05,potassium-nitrate_intl,https://www.sec.gov/Archives/edgar/data/909037/000090903725000007/a6-k_4q2024earningsrelease.htm#:~:text=Potassium%20nitrate,Energy & Transportation,CHEMICAL & MINING CO OF CHILE INC,909037
