filing_date,cik,accession_number,filename,component,url
2025-03-26,1577445,0001641172-25-000679,ex99-1.htm,hamas,https://www.sec.gov/Archives/edgar/data/1577445/000164117225000679/ex99-1.htm#:~:text=hamas
2025-03-13,812074,0001104659-25-023477,tm259000d1_ex99-1.htm,hamas,https://www.sec.gov/Archives/edgar/data/812074/000110465925023477/tm259000d1_ex99-1.htm#:~:text=hamas
2025-03-03,1757898,0001193125-25-044247,d915038d8k.htm,hamas,https://www.sec.gov/Archives/edgar/data/1757898/000119312525044247/d915038d8k.htm#:~:text=hamas
2025-03-12,1603652,0000950170-25-037926,uly-ex99_1.htm,hamas,https://www.sec.gov/Archives/edgar/data/1603652/000095017025037926/uly-ex99_1.htm#:~:text=hamas
2025-03-26,1964979,0000950170-25-044805,alur-ex99_1.htm,hamas,https://www.sec.gov/Archives/edgar/data/1964979/000095017025044805/alur-ex99_1.htm#:~:text=hamas
2025-03-17,1006281,0001558370-25-003036,plx-20250317xex99d1.htm,hamas,https://www.sec.gov/Archives/edgar/data/1006281/000155837025003036/plx-20250317xex99d1.htm#:~:text=hamas
2025-03-11,936395,0000936395-25-000005,ex9912025q1earningspressre.htm,hamas,https://www.sec.gov/Archives/edgar/data/936395/000093639525000005/ex9912025q1earningspressre.htm#:~:text=hamas
2025-03-26,1886894,0001641172-25-000793,ex99-1.htm,hamas,https://www.sec.gov/Archives/edgar/data/1886894/000164117225000793/ex99-1.htm#:~:text=hamas
2025-03-13,1779474,0001779474-25-000005,wmtechnologyincearningsrel.htm,hamas,https://www.sec.gov/Archives/edgar/data/1779474/000177947425000005/wmtechnologyincearningsrel.htm#:~:text=hamas
2025-02-26,1936258,0000950170-25-027336,nams-ex99_1.htm,hamas,https://www.sec.gov/Archives/edgar/data/1936258/000095017025027336/nams-ex99_1.htm#:~:text=hamas
2025-03-24,1137091,0001137091-25-000007,psiearningsrelease-decembe.htm,hamas,https://www.sec.gov/Archives/edgar/data/1137091/000113709125000007/psiearningsrelease-decembe.htm#:~:text=hamas
2025-03-12,1867949,0001213900-25-022933,ea023388001ex99-2_chicago.htm,hamas,https://www.sec.gov/Archives/edgar/data/1867949/000121390025022933/ea023388001ex99-2_chicago.htm#:~:text=hamas
2025-03-19,1970622,0001213900-25-025163,ea023473701ex99-1_usarare.htm,hamas,https://www.sec.gov/Archives/edgar/data/1970622/000121390025025163/ea023473701ex99-1_usarare.htm#:~:text=hamas
2025-03-11,1789940,0001789940-25-000009,exhibit991q42024.htm,hamas,https://www.sec.gov/Archives/edgar/data/1789940/000178994025000009/exhibit991q42024.htm#:~:text=hamas
2025-03-13,1828972,0001828972-25-000066,exhibit991q42024.htm,hamas,https://www.sec.gov/Archives/edgar/data/1828972/000182897225000066/exhibit991q42024.htm#:~:text=hamas
2025-02-25,715787,0000715787-25-000002,a991pressreleaseq42024.htm,hamas,https://www.sec.gov/Archives/edgar/data/715787/000071578725000002/a991pressreleaseq42024.htm#:~:text=hamas
2025-02-27,1447362,0001447362-25-000030,exhibit992q42024earnings.htm,hamas,https://www.sec.gov/Archives/edgar/data/1447362/000144736225000030/exhibit992q42024earnings.htm#:~:text=hamas
2025-03-06,1928446,0001928446-25-000008,grnt-20241231xexx991.htm,hamas,https://www.sec.gov/Archives/edgar/data/1928446/000192844625000008/grnt-20241231xexx991.htm#:~:text=hamas
2025-03-06,1767042,0001767042-25-000007,kgsq42024earningsrelease.htm,hamas,https://www.sec.gov/Archives/edgar/data/1767042/000176704225000007/kgsq42024earningsrelease.htm#:~:text=hamas
2025-03-05,1441816,0001441816-25-000046,mdb-13125xex991xrelease.htm,hamas,https://www.sec.gov/Archives/edgar/data/1441816/000144181625000046/mdb-13125xex991xrelease.htm#:~:text=hamas
2025-03-05,1943289,0001628280-25-010412,a991earningsreleasedatedma.htm,hamas,https://www.sec.gov/Archives/edgar/data/1943289/000162828025010412/a991earningsreleasedatedma.htm#:~:text=hamas
2025-02-27,769397,0000769397-25-000013,q425pressrelease.htm,hamas,https://www.sec.gov/Archives/edgar/data/769397/000076939725000013/q425pressrelease.htm#:~:text=hamas
2025-03-11,1452857,0001452857-25-000012,ex991-splpq42024earningsre.htm,hamas,https://www.sec.gov/Archives/edgar/data/1452857/000145285725000012/ex991-splpq42024earningsre.htm#:~:text=hamas
2025-02-26,1350593,0001350593-25-000016,mwairpresentationfebruar.htm,hamas,https://www.sec.gov/Archives/edgar/data/1350593/000135059325000016/mwairpresentationfebruar.htm#:~:text=hamas
2025-03-12,23197,0000023197-25-000041,fy25q2ex991earningsrelease.htm,hamas,https://www.sec.gov/Archives/edgar/data/23197/000002319725000041/fy25q2ex991earningsrelease.htm#:~:text=hamas
2025-02-26,1866175,0001866175-25-000023,crescentenergyq42024earnin.htm,hamas,https://www.sec.gov/Archives/edgar/data/1866175/000186617525000023/crescentenergyq42024earnin.htm#:~:text=hamas
2025-02-27,1454938,0001454938-25-000014,q42024er-exhibit991.htm,hamas,https://www.sec.gov/Archives/edgar/data/1454938/000145493825000014/q42024er-exhibit991.htm#:~:text=hamas
2025-02-27,91419,0000091419-25-000008,sjm20250227exhibit991.htm,hamas,https://www.sec.gov/Archives/edgar/data/91419/000009141925000008/sjm20250227exhibit991.htm#:~:text=hamas
2025-02-25,1486159,0001486159-25-000002,chrd-q42024earningsrelease.htm,hamas,https://www.sec.gov/Archives/edgar/data/1486159/000148615925000002/chrd-q42024earningsrelease.htm#:~:text=hamas
2025-03-13,1615165,0000950170-25-038806,veri-ex99_1.htm,hamas,https://www.sec.gov/Archives/edgar/data/1615165/000095017025038806/veri-ex99_1.htm#:~:text=hamas
2025-03-26,75252,0001193125-25-064131,d943730dex993.htm,hamas,https://www.sec.gov/Archives/edgar/data/75252/000119312525064131/d943730dex993.htm#:~:text=hamas
2025-02-27,1656472,0001656472-25-000012,pressreleaseq42024kformat.htm,hamas,https://www.sec.gov/Archives/edgar/data/1656472/000165647225000012/pressreleaseq42024kformat.htm#:~:text=hamas
2025-03-03,1030894,0001030894-25-000017,cls-20240331xmdausgaap.htm,hamas,https://www.sec.gov/Archives/edgar/data/1030894/000103089425000017/cls-20240331xmdausgaap.htm#:~:text=hamas
2025-02-25,1580560,0001193125-25-035188,d843798dex21.htm,hamas,https://www.sec.gov/Archives/edgar/data/1580560/000119312525035188/d843798dex21.htm#:~:text=hamas
2025-03-18,1754068,0001193125-25-056725,d925335dex992.htm,hamas,https://www.sec.gov/Archives/edgar/data/1754068/000119312525056725/d925335dex992.htm#:~:text=hamas
2025-03-11,1860782,0001193125-25-051427,d905827dex21.htm,hamas,https://www.sec.gov/Archives/edgar/data/1860782/000119312525051427/d905827dex21.htm#:~:text=hamas
2025-02-25,764622,0000764622-25-000022,q4_2024xearningsxfinal.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/764622/000076462225000022/q4_2024xearningsxfinal.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-02-25,7286,0000764622-25-000022,q4_2024xearningsxfinal.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/7286/000076462225000022/q4_2024xearningsxfinal.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-10,32604,0001140361-25-007760,ef20045139_8k.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/32604/000114036125007760/ef20045139_8k.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-03,764622,0000764622-25-000026,marchinvestordeck.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/764622/000076462225000026/marchinvestordeck.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-03,7286,0000764622-25-000026,marchinvestordeck.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/7286/000076462225000026/marchinvestordeck.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-13,1779474,0001779474-25-000005,wmtechnologyincearningsrel.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1779474/000177947425000005/wmtechnologyincearningsrel.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
2025-03-24,1710366,0001193125-25-061433,d943638dex991.htm,general-terrorism,https://www.sec.gov/Archives/edgar/data/1710366/000119312525061433/d943638dex991.htm#:~:text=terrorism%20risk&text=terrorist%20threat&text=terrorist%20attack&text=terrorist%20activity&text=terrorism%20exposure
