accession_number,filename,file_date,file_type,cik
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142329
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142331
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142328
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142327
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142325
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142324
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142322
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142321
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142317
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142313
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142310
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142307
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142304
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142302
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142298
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142297
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142295
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142294
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142292
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142291
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142290
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142288
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142287
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142286
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142284
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142282
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142279
000095012302004775,y59002a1s-3a.txt,2002-05-07,S-3/A,0001142277
