accession_number,filename,file_date,file_type,cik
000089180401502375,file002.txt,2001-12-24,485BPOS,0000896941
000089180401502374,file002.txt,2001-12-24,485BPOS,0000896919
000089180401502369,file002.txt,2001-12-24,485BPOS,0000896713
000089180401502390,file002.txt,2001-12-24,485BPOS,0000896350
000089180401502389,file002.txt,2001-12-24,485BPOS,0000896319
000089180401502370,file002.txt,2001-12-24,485BPOS,0000896714
000089180401502373,file002.txt,2001-12-24,485BPOS,0000896918
000112785502000025,jdl10sblicenseagree.txt,2002-01-22,EX-10.2,0001135194
000089180402000074,file002.txt,2002-01-25,485BPOS,0000896897
000089180402000076,file002.txt,2002-01-25,485BPOS,0000896899
000089180402000101,file002.txt,2002-01-25,485BPOS,0000896324
000089180402000086,file002.txt,2002-01-25,485BPOS,0001024852
000089180402000105,file002.txt,2002-01-25,485BPOS,0000896571
000089180402000083,file002.txt,2002-01-25,485BPOS,0000896955
000089180402000088,file002.txt,2002-01-25,485BPOS,0001024888
000089180402000097,file002.txt,2002-01-25,485BPOS,0000896320
000089180402000089,file002.txt,2002-01-25,485BPOS,0000895427
000089180402000104,file002.txt,2002-01-25,485BPOS,0000896570
000089180402000100,file002.txt,2002-01-25,485BPOS,0000896323
000089180402000091,file002.txt,2002-01-25,485BPOS,0000896296
000089180402000103,file002.txt,2002-01-25,485BPOS,0000896370
000089180402000070,file002.txt,2002-01-25,485BPOS,0000896676
000089180402000099,file002.txt,2002-01-25,485BPOS,0000896322
000089180402000071,file002.txt,2002-01-25,485BPOS,0000896677
000089180402000096,file002.txt,2002-01-25,485BPOS,0000897398
000089180402000102,file002.txt,2002-01-25,485BPOS,0000896354
000089180402000098,file002.txt,2002-01-25,485BPOS,0000896321
000089180402000077,file002.txt,2002-01-25,485BPOS,0000896900
000089180402000087,file002.txt,2002-01-25,485BPOS,0001024854
000089180402000085,file002.txt,2002-01-25,485BPOS,0001024823
000089180402000078,file002.txt,2002-01-25,485BPOS,0000896901
000089180402000084,file002.txt,2002-01-25,485BPOS,0001024822
000089180402000093,file002.txt,2002-01-25,485BPOS,0000896892
000089180402000095,file002.txt,2002-01-25,485BPOS,0000897397
000089180402000080,file002.txt,2002-01-25,485BPOS,0000896943
